chat_text,emotion,text_response
and?,neutral,and he yelled back at me.
why not?,neutral,i didn't want to pay for the holes.
that's true. it is a very funny movie.,neutral,you've seen it before? 
"wow, how exciting.",neutral,"i know, you should really go and see her and the baby."
do you like it?,approval,"oh, yes, i really like it."
i'm on a new diet.,curiosity,what are you eating now?
it sure is windy today.,neutral,paper is flying everywhere.
thank you. so do you.,desire,i wish my eyes were blue.
there must be something on tv!,excitement,nothing that's interesting.
kids are crying or climbing over you.,neutral,it's a flying zoo!
did she get a nice job?,neutral,"she got an ""everything"" job!"
this steak has too much fat.,curiosity,what do you want the waiter to do?
"well, why don't you?",anger,i hate going to parties.
i don't like it reheated.,neutral,"well, you'll have hot fresh food tomorrow night."
can't we hire more police?,neutral,no. it costs too much money.
my shoes are shined.,neutral,do your socks match?
we must be here for some reason.,amusement,maybe we're here to have fun.
how did you like it?,love,i loved it!
when are you going?,neutral,during the christmas holidays.
Did you get the approval for the loan?,relief,"Yes, it was approved! I'm relieved we can move forward with our plans now."
i like my food hot and fresh.,neutral,you like to see it disappear.
the score was 101-98.,neutral,"man, that was a really close game."
do you believe the tv ads?,neutral,i like the one where the fireman tells us why we should vote yes.
yes. he's telling jokes about his eight years as president.,approval,"yes, those eight years were a lot of fun for everyone."
Were you expecting the promotion at work?,surprise,"Not at all! When my boss called me into the office, I was completely surprised to hear the news."
okay. i just put a stamp on the envelope.,neutral,"give me the envelope, and i'll mail it for you."
i think that you look very cute today.,approval,is that right? this is a brand new outfit.
what article?,neutral,it says the mayor spends only 11 percent of his time on city duties.
my wife left me.,curiosity,why did she leave you?
i had a busy morning.,curiosity,what did you do?
what were you doing?,neutral,i was writing a letter.
but typing is causing you pain.,neutral,maybe i should see a doctor.
the artist said the jar was both full and empty.,neutral,but it was full of pencils! how could he say it was empty?
i thought about getting out and taking a taxi home.,neutral,what happened at the restaurant?
"that's great, but you're not supposed to tell me.",neutral,"oh. sorry. okay, i don't have four tens."
of course.,neutral,then i have a job for you in my kitchen.
i understand. rain does make it smell cleaner.,love,i love most how it is at night after it rains.
"if you're going to make a wish, wish that you were really rich or famous.",admiration,don't you ever wonder what it's like to be super-smart?
"no, my hard drive is easy to remove and replace.",admiration,really?
How did you react when you discovered a message in a bottle washed up on the shore?,surprise,I was amazed! It was such a unexpected find. I never thought I'd come across something like that.
someone cut the tires.,neutral,what tires?
i toss and turn all night.,neutral,you should stop drinking coffee.
"i know, it would be horrible if it rained and it was hot outside.",approval,"yes, it would be. "
i think my nose was bleeding.,neutral,you should wet your shirt immediately.
okay. i think i'll be awake by then.,neutral,"if not, your nose will wake you up."
yes. it gets a little cool at night.,neutral,bring a glove to catch a foul ball.
"oh, look. i have four tens.",admiration,"that's great, but you're not supposed to tell me."
and we can afford it!,neutral,so are we going to buy it?
like what?,neutral,"well, if i have a big test at school."
i think that she is very pretty.,neutral,tell me how she looks.
what's the weather going to be like? i may want to go too.,neutral,the weather this weekend is supposed to be warm.
are you married?,neutral,no. i'm divorced.
is that what you really think?,approval,"yes, i do."
we haven't been in a while.,neutral,we haven't been in a month.
"no, not recently.",desire,i want to go to see a movie this weekend.
then we went to a jazz club.,admiration,that sounds like a nice date.
that means month/day/year. use numbers.,confusion,i don't understand.
you didn't?,neutral,nobody has told me anything about your party.
"no, it's dark pink!",neutral,are you sure? i never heard of such a thing.
did you get fat?,neutral,"no, but i did put on a few pounds."
that sounds like fun.,neutral,where do you want to go?
there was a bomb threat at the airport.,neutral,only a threat?
see you later.,neutral,bye.
"yes, that's right. it does get boring.",neutral,"especially if it's the same work, over and over."
"up to $200 for each gun, no questions asked.",curiosity,why are they doing this?
i will have a radio in every room of my house.,neutral,remind me to never visit you.
i like it so far. my classes are pretty good right now.,desire,i wish you luck.
why not?,neutral,the seats and windows are dirty.
it was new in 2003.,admiration,"so, it's pretty old now."
that sounds like a great job.,neutral,"whatever a customer ordered, i sliced off a little more for me."
about finding a job for me.,neutral,you don't need a job. i make enough money for both of us.
of course i will.,neutral,i just wanted to let you know what happened.
I launched my own clothing line and sold out of inventory within the first week!,pride,Wow! Launching your own clothing line and selling out of inventory within the first week is a remarkable achievement. You should be proud of your entrepreneurial vision and business acumen!
how did you get it?,neutral,my sister had a cold. she gave it to me.
it's the force that pulls everything down.,confusion,i don't understand.
"no, thanks, maybe another time.",admiration,"okay, sounds good."
doing what?,neutral,i'm going to dinner with my family.
there is no crime here.,desire,i wish i could move here.
because of all the security?,sadness,"no, because it hurts my ears."
How do you feel about not attending your child's school play due to other commitments?,remorse,I regret missing such an important moment in their life. I feel a deep sense of remorse for not being there to support them and am committed to being more present in their activities.
i hope we'll catch a foul ball.,neutral,bring a jacket.
where is pasadena?,neutral,it's in california.
What happened during your presentation?,embarrassment,"I had a typo in one of my slides, and someone pointed it out in front of the entire team. I turned bright red, I was so embarrassed."
thank you very much.,desire,i wish i had a talent like that.
do they know what the robber looks like?,neutral,"yes, he's 6 feet tall, 200 pounds, black hair, and about 30 years old."
how's it going?,neutral,i'm doing well. how about you?
it's always good to have friends.,neutral,friends will lend you money when you're broke.
